"TID" "DATA_SET" "STATION" "GEAR_MODEL" "DATE_" "Year" "Month" "Day" "D.N" "HEURE" "Region" "LONGITUDE" "LATITUDE" "ZMin" "ZMax" "Zstation" "Z_habitat" "TAXON" "STADE" "Ind.m3" "ind.m2" "ID" "total_abund" "cum_abund" "pcum" "percZ_stn" "lInd.m3"
"242" "91-04-07_43.27_-65.26_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "91-04-07" 1991 "4" 7 "D" 1714 "WSS" -65.26 43.27 0 130 143.7 "Basins_100-325m" "Cfin" "CI_III" 0 0 "91-04-07_43.27_-65.26" 0 0 0 0.904662491301322 0
"243" "91-04-07_43.32_-65.14_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "91-04-07" 1991 "4" 7 "N" 221 "WSS" -65.14 43.32 0 50 155.4 "Basins_100-325m" "Cfin" "CI_III" 0 0 "91-04-07_43.32_-65.14" 0 0 0 0.321750321750322 0
"244" "91-04-08_43.18_-65.26_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "91-04-08" 1991 "4" 8 "N" 131 "WSS" -65.26 43.18 0 137.7 137.7 "Basins_100-325m" "Cfin" "CI_III" 0 0 "91-04-08_43.18_-65.26" 0 0 0 1 0
"245" "91-04-18_43.31_-65.29_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "91-04-18" 1991 "4" 18 "D" 1656 "WSS" -65.29 43.31 0 105 114.9 "Basins_100-325m" "Cfin" "CI_III" 0 0 "91-04-18_43.31_-65.29" 0 0 0 0.913838120104439 0
"246" "91-04-19_43.32_-65.22_Cfin_CI_III" "SS_CALSPP" "not assigned" "BIONESS 1.0m" "91-04-19" 1991 "4" 19 "N" 129 "WSS" -65.22 43.32 0 35 137.5 "Basins_100-325m" "Cfin" "CI_III" 0 0 "91-04-19_43.32_-65.22" 0 0 0 0.254545454545455 0
"247" "95-04-21_43.46_-62.45_Cfin_CI_III" "SS_CALSPP" "HL4" "BIONESS 0.5m" "95-04-21" 1995 "4" 21 "D" 730 "WSS" -62.45 43.46 1 25 83.2 "Shelf_0-100m" "Cfin" "CI_III" 315.625 7575 "95-04-21_43.46_-62.45" 17296 7575 0.437962534690102 0.300480769230769 5.75771810832184
"248" "95-04-21_43.88_-62.88_Cfin_CI_III" "SS_CALSPP" "HL3" "BIONESS 0.5m" "95-04-21" 1995 "4" 21 "D" 1115 "WSS" -62.88 43.88 1 25 258.4 "Basins_100-325m" "Cfin" "CI_III" 66.9166666666667 1606 "95-04-21_43.88_-62.88" 3229 1606 0.497367606069991 0.096749226006192 4.21828146345286
"249" "95-04-22_44.25_-63.33_Cfin_CI_III" "SS_CALSPP" "HL2" "BIONESS 0.5m" "95-04-22" 1995 "4" 22 "D" 1300 "ESS" -63.33 44.25 1 25 147.7 "Basins_100-325m" "Cfin" "CI_III" 2.5 60 "95-04-22_44.25_-63.33" 2725 60 0.0220183486238532 0.16926201760325 1.25276296849537
"250" "95-04-24_44.13_-58.16_Cfin_CI_III" "SS_CALSPP" "LL7" "BIONESS 0.5m" "95-04-24" 1995 "4" 24 "D" 1430 "ESS" -58.16 44.13 1 25 968.4 "Oceanic_>750m" "Cfin" "CI_III" 82.5 1980 "95-04-24_44.13_-58.16" 2079 1980 0.952380952380952 0.0258157786038827 4.42484663185681
"251" "95-04-24_44.46_-58.5_Cfin_CI_III" "SS_CALSPP" "LL6" "BIONESS 0.5m" "95-04-24" 1995 "4" 24 "N" 2031 "ESS" -58.5 44.46 1 25 64 "Shelf_0-100m" "Cfin" "CI_III" 23.625 567 "95-04-24_44.46_-58.5" 840 567 0.675 0.390625 3.20376218705815
"252" "95-04-25_45.66_-59.69_Cfin_CI_III" "SS_CALSPP" "LL2" "BIONESS 0.5m" "95-04-25" 1995 "4" 25 "D" 1430 "ESS" -59.69 45.66 1 25 141.5 "Basins_100-325m" "Cfin" "CI_III" 5 120 "95-04-25_45.66_-59.69" 187 120 0.641711229946524 0.176678445229682 1.79175946922805
"253" "95-04-25_45.81_-59.85_Cfin_CI_III" "SS_CALSPP" "LL1" "BIONESS 0.5m" "95-04-25" 1995 "4" 25 "N" 2015 "ESS" -59.85 45.81 1 25 82.4 "Shelf_0-100m" "Cfin" "CI_III" 7.16666666666667 172 "95-04-25_45.81_-59.85" 188 172 0.914893617021277 0.303398058252427 2.10006082888257
"254" "95-04-28_44.93_-61.01_Cfin_CI_III" "SS_CALSPP" "CPR" "BIONESS 0.5m" "95-04-28" 1995 "4" 28 "D" 730 "ESS" -61.01 44.93 1 25 200.5 "Basins_100-325m" "Cfin" "CI_III" 5 120 "95-04-28_44.93_-61.01" 751 120 0.159786950732357 0.124688279301746 1.79175946922805
"255" "95-10-11_43.88_-62.88_Cfin_CI_III" "SS_CALSPP" "HL3" "BIONESS 0.5m" "95-10-11" 1995 "10" 11 "D" 1030 "WSS" -62.88 43.88 0 15 258.4 "Basins_100-325m" "Cfin" "CI_III" 0.6 9 "95-10-11_43.88_-62.88" 15 9 0.6 0.0580495356037152 0.470003629245736
"256" "95-10-13_43.18_-62.08_Cfin_CI_III" "SS_CALSPP" "HL5" "BIONESS 0.5m" "95-10-13" 1995 "10" 13 "D" 1030 "WSS" -62.08 43.18 10 25 97.8 "Shelf_0-100m" "Cfin" "CI_III" 0 0 "95-10-13_43.18_-62.08" 0 0 0 0.255623721881391 0
"257" "95-10-13_43.48_-62.45_Cfin_CI_III" "SS_CALSPP" "HL4" "BIONESS 0.5m" "95-10-13" 1995 "10" 13 "D" 645 "WSS" -62.45 43.48 1 10 81.7 "Shelf_0-100m" "Cfin" "CI_III" 0 0 "95-10-13_43.48_-62.45" 16 0 0 0.122399020807834 0
"258" "95-10-14_44.3_-63.3_Cfin_CI_III" "SS_CALSPP" "HL2" "BIONESS 0.5m" "95-10-14" 1995 "10" 14 "D" 1045 "ESS" -63.3 44.3 10 70 144 "Basins_100-325m" "Cfin" "CI_III" 0.633333333333333 38 "95-10-14_44.3_-63.3" 105 38 0.361904761904762 0.486111111111111 0.490622916448471
"259" "95-10-16_47.48_-59.48_Cfin_CI_III" "SS_CALSPP" "CS5" "BIONESS 0.5m" "95-10-16" 1995 "10" 16 "D" 1615 "ESS" -59.48 47.48 1 25 451.5 "Slope_325-750m" "Cfin" "CI_III" 0.333333333333333 8 "95-10-16_47.48_-59.48" 28 8 0.285714285714286 0.0553709856035437 0.287682072451781
"260" "96-06-07_43.18_-62.1_Cfin_CI_III" "SS_CALSPP" "HL5" "BIONESS 0.5m" "96-06-07" 1996 "6" 7 "D" 1730 "WSS" -62.1 43.18 0 10 119.3 "Basins_100-325m" "Cfin" "CI_III" 25.8 258 "96-06-07_43.18_-62.1" 32404 258 0.00796198000246883 0.0838222967309304 3.28840188751681
"261" "96-06-08_43.75_-62.7_Cfin_CI_III" "SS_CALSPP" "HL3A" "BIONESS 0.5m" "96-06-08" 1996 "6" 8 "D" 645 "WSS" -62.7 43.75 0 25 180.7 "Basins_100-325m" "Cfin" "CI_III" 45.16 1129 "96-06-08_43.75_-62.7" 2172 1129 0.519797421731123 0.138350857775318 3.83211362219984
"262" "96-06-08_43.89_-62.89_Cfin_CI_III" "SS_CALSPP" "HL3" "BIONESS 0.5m" "96-06-08" 1996 "6" 8 "D" 1200 "WSS" -62.89 43.89 0 25 262 "Basins_100-325m" "Cfin" "CI_III" 18.56 464 "96-06-08_43.89_-62.89" 998 464 0.464929859719439 0.0954198473282443 2.97348666460667
"263" "96-06-09_43.89_-62.89_Cfin_CI_III" "SS_CALSPP" "HL3" "BIONESS 0.5m" "96-06-09" 1996 "6" 9 "D" 700 "WSS" -62.89 43.89 0 25 262 "Basins_100-325m" "Cfin" "CI_III" 46.64 1166 "96-06-09_43.89_-62.89" 2290 1166 0.509170305676856 0.0954198473282443 3.8636727444871
"264" "96-06-09_44.26_-63.32_Cfin_CI_III" "SS_CALSPP" "HL2" "BIONESS 0.5m" "96-06-09" 1996 "6" 9 "N" 630 "ESS" -63.32 44.26 0 35 149.6 "Basins_100-325m" "Cfin" "CI_III" 181.485714285714 6352 "96-06-09_44.26_-63.32" 12440 6352 0.510610932475884 0.233957219251337 5.20667189207218
"265" "96-06-10_45.65_-59.7_Cfin_CI_III" "SS_CALSPP" "LL2" "BIONESS 0.5m" "96-06-10" 1996 "6" 10 "N" 1900 "ESS" -59.7 45.65 0 50 140 "Basins_100-325m" "Cfin" "CI_III" 89.18 4459 "96-06-10_45.65_-59.7" 5453 4459 0.817715019255456 0.357142857142857 4.50180767299294
"266" "96-06-12_44.15_-58.18_Cfin_CI_III" "SS_CALSPP" "LL7" "BIONESS 0.5m" "96-06-12" 1996 "6" 12 "D" 1400 "ESS" -58.18 44.15 0 50 786.6 "Oceanic_>750m" "Cfin" "CI_III" 805 40250 "96-06-12_44.15_-58.18" 43620 40250 0.922741861531408 0.0635647088736334 6.69208374250663
"267" "96-06-12_44.48_-58.5_Cfin_CI_III" "SS_CALSPP" "LL6" "BIONESS 0.5m" "96-06-12" 1996 "6" 12 "N" 2200 "ESS" -58.5 44.48 0 10 64.8 "Shelf_0-100m" "Cfin" "CI_III" 21.4 214 "96-06-12_44.48_-58.5" 2963 214 0.072224097198785 0.154320987654321 3.10906095886099
"268" "96-06-13_44.81_-58.85_Cfin_CI_III" "SS_CALSPP" "LL5" "BIONESS 0.5m" "96-06-13" 1996 "6" 13 "D" 730 "ESS" -58.85 44.81 10 30 244.6 "Basins_100-325m" "Cfin" "CI_III" 4.3 86 "96-06-13_44.81_-58.85" 3150 86 0.0273015873015873 0.122649223221586 1.66770682055808
"269" "96-11-23_47.09_-59.99_Cfin_CI_III" "SS_CALSPP" "CS3" "BIONESS 0.5m" "96-11-23" 1996 "11" 23 "D" 945 "ESS" -59.99 47.09 1 30 310.7 "Basins_100-325m" "Cfin" "CI_III" 20 580 "96-11-23_47.09_-59.99" 717 580 0.808926080892608 0.0965561635017702 3.04452243772342
"270" "96-11-23_47.49_-59.44_Cfin_CI_III" "SS_CALSPP" "CS5" "BIONESS 0.5m" "96-11-23" 1996 "11" 23 "D" 1700 "ESS" -59.44 47.49 0 50 432.9 "Slope_325-750m" "Cfin" "CI_III" 30.06 1503 "96-11-23_47.49_-59.44" 1535 1503 0.979153094462541 0.115500115500116 3.43592081772054
"271" "96-11-23_47.57_-59.33_Cfin_CI_III" "SS_CALSPP" "CS6" "BIONESS 0.5m" "96-11-23" 1996 "11" 23 "N" 1922 "ESS" -59.33 47.57 1 20 230 "Basins_100-325m" "Cfin" "CI_III" 27 513 "96-11-23_47.57_-59.33" 649 513 0.790446841294299 0.0869565217391304 3.3322045101752
"272" "97-04-18_43.88_-62.88_Cfin_CI_III" "SS_CALSPP" "HL3" "BIONESS 0.5m" "97-04-18" 1997 "4" 18 "D" 930 "WSS" -62.88 43.88 1 25 258.4 "Basins_100-325m" "Cfin" "CI_III" 449.541666666667 10789 "97-04-18_43.88_-62.88" 12260 10789 0.880016313213703 0.096749226006192 6.11045056259759
"273" "97-04-20_43.24_-65.05_Cfin_CI_III" "SS_CALSPP" "RL1" "BIONESS 0.5m" "97-04-20" 1997 "4" 20 "D" 750 "WSS" -65.05 43.24 0 20 163 "Basins_100-325m" "Cfin" "CI_III" 152.85 3057 "97-04-20_43.24_-65.05" 34166 3057 0.0894749165837382 0.122699386503067 5.03597810176805
"274" "97-04-23_43.86_-58.83_Cfin_CI_III" "SS_CALSPP" "GUL3" "BIONESS 0.5m" "97-04-23" 1997 "4" 23 "D" 835 "ESS" -58.83 43.86 0 50 721.9 "Slope_325-750m" "Cfin" "CI_III" 28.38 1419 "97-04-23_43.86_-58.83" 3526 1419 0.402439024390244 0.0692616705914947 3.38031417074573
"275" "97-04-23_44.09_-59.06_Cfin_CI_III" "SS_CALSPP" "GUL3" "BIONESS 0.5m" "97-04-23" 1997 "4" 23 "D" 1210 "ESS" -59.06 44.09 50 100 478.1 "Slope_325-750m" "Cfin" "CI_III" 15.32 766 "97-04-23_44.09_-59.06" 2471 766 0.309995953055443 0.209161263334031 2.79239134953596
"276" "97-04-23_44.28_-59.33_Cfin_CI_III" "SS_CALSPP" "GUL3" "BIONESS 0.5m" "97-04-23" 1997 "4" 23 "D" 1600 "ESS" -59.33 44.28 50 75 254.6 "Basins_100-325m" "Cfin" "CI_III" 5159.56 128989 "97-04-23_44.28_-59.33" 147773 128989 0.872886115866904 0.294579732914376 8.54880037971875
"277" "97-04-25_45.8_-58.71_Cfin_CI_III" "SS_CALSPP" "LB1" "BIONESS 0.5m" "97-04-25" 1997 "4" 25 "D" 1830 "ESS" -58.71 45.8 0 50 267.4 "Basins_100-325m" "Cfin" "CI_III" 10.96 548 "97-04-25_45.8_-58.71" 726 548 0.754820936639118 0.18698578908003 2.48156774852249
"278" "97-10-26_43.87_-62.87_Cfin_CI_III" "SS_CALSPP" "HL3" "BIONESS 0.5m" "97-10-26" 1997 "10" 26 "D" 1645 "WSS" -62.87 43.87 0 30 260.8 "Basins_100-325m" "Cfin" "CI_III" 2.33333333333333 70 "97-10-26_43.87_-62.87" 270 70 0.259259259259259 0.115030674846626 1.20397280432594
"279" "97-10-26_44.27_-63.31_Cfin_CI_III" "SS_CALSPP" "HL2" "BIONESS 0.5m" "97-10-26" 1997 "10" 26 "D" 930 "ESS" -63.31 44.27 1 30 153.9 "Basins_100-325m" "Cfin" "CI_III" 86.4137931034483 2506 "97-10-26_44.27_-63.31" 2775 2506 0.903063063063063 0.194931773879142 4.47065308603881
"280" "97-10-27_43.18_-62.09_Cfin_CI_III" "SS_CALSPP" "HL5" "BIONESS 0.5m" "97-10-27" 1997 "10" 27 "D" 815 "WSS" -62.09 43.18 0 30 102.4 "Basins_100-325m" "Cfin" "CI_III" 16.1333333333333 484 "97-10-27_43.18_-62.09" 628 484 0.770700636942675 0.29296875 2.84102588379301
"281" "97-11-01_44.13_-58.17_Cfin_CI_III" "SS_CALSPP" "LL7" "BIONESS 0.5m" "97-11-01" 1997 "11" 1 "D" 1245 "ESS" -58.17 44.13 0 30 941.9 "Oceanic_>750m" "Cfin" "CI_III" 7.4 222 "97-11-01_44.13_-58.17" 341 222 0.651026392961877 0.0318505149166578 2.12823170584927
"282" "97-11-02_44.81_-58.85_Cfin_CI_III" "SS_CALSPP" "LL5" "BIONESS 0.5m" "97-11-02" 1997 "11" 2 "N" 2015 "ESS" -58.85 44.81 0 25 244.6 "Basins_100-325m" "Cfin" "CI_III" 0 0 "97-11-02_44.81_-58.85" 16 0 0 0.102207686017989 0
"283" "97-11-02_45.49_-59.53_Cfin_CI_III" "SS_CALSPP" "LL3" "BIONESS 0.5m" "97-11-02" 1997 "11" 2 "N" 330 "ESS" -59.53 45.49 0 15 125.7 "Basins_100-325m" "Cfin" "CI_III" 30.5333333333333 458 "97-11-02_45.49_-59.53" 1977 458 0.231664137582195 0.119331742243437 3.45104518738972
"284" "97-11-02_45.83_-59.84_Cfin_CI_III" "SS_CALSPP" "LL1" "BIONESS 0.5m" "97-11-02" 1997 "11" 2 "D" 800 "ESS" -59.84 45.83 1 50 81.7 "Shelf_0-100m" "Cfin" "CI_III" 33.6734693877551 1650 "97-11-02_45.83_-59.84" 1682 1650 0.980975029726516 0.611995104039168 3.54597482356131
"285" "98-04-08_43.23_-65.05_Cfin_CI_III" "SS_CALSPP" "RL1" "BIONESS 0.5m" "98-04-08" 1998 "4" 8 "D" 930 "WSS" -65.05 43.23 0 10 162.8 "Basins_100-325m" "Cfin" "CI_III" 264.6 2646 "98-04-08_43.23_-65.05" 32432 2646 0.0815860878145042 0.0614250614250614 5.58199141760228
"286" "98-04-11_43.69_-63.87_Cfin_CI_III" "SS_CALSPP" "LH1" "BIONESS 0.5m" "98-04-11" 1998 "4" 11 "D" 1800 "WSS" -63.87 43.69 230 235 245.6 "Basins_100-325m" "Cfin" "CI_III" 1.6 8 "98-04-11_43.69_-63.87" 8 8 1 0.956840390879479 0.955511445027436
"287" "98-04-15_43.87_-62.87_Cfin_CI_III" "SS_CALSPP" "HL3" "BIONESS 0.5m" "98-04-15" 1998 "4" 15 "D" 800 "WSS" -62.87 43.87 0 10 260.8 "Basins_100-325m" "Cfin" "CI_III" 37.5 375 "98-04-15_43.87_-62.87" 2799 375 0.133976420150054 0.0383435582822086 3.65065824129374
"288" "98-04-15_43.92_-62.96_Cfin_CI_III" "SS_CALSPP" "HL3" "BIONESS 0.5m" "98-04-15" 1998 "4" 15 "D" 900 "WSS" -62.96 43.92 0 10 253.7 "Basins_100-325m" "Cfin" "CI_III" 37.7 377 "98-04-15_43.92_-62.96" 1640 377 0.229878048780488 0.0394166338194718 3.65583960003574
"289" "98-04-18_44.4_-62.2_Cfin_CI_III" "SS_CALSPP" "LEB" "BIONESS 0.5m" "98-04-18" 1998 "4" 18 "D" 830 "ESS" -62.2 44.4 0 10 225.9 "Basins_100-325m" "Cfin" "CI_III" 124.8 1248 "98-04-18_44.4_-62.2" 3495 1248 0.357081545064378 0.0442673749446658 4.83469334426634
"290" "98-04-19_44.13_-59.1_Cfin_CI_III" "SS_CALSPP" "gully" "BIONESS 0.5m" "98-04-19" 1998 "4" 19 "N" 630 "ESS" -59.1 44.13 0 10 302.9 "Basins_100-325m" "Cfin" "CI_III" 9.5 95 "98-04-19_44.13_-59.1" 1627 95 0.0583896742470805 0.0330141961043249 2.35137525716348
"291" "98-04-19_44.82_-58.83_Cfin_CI_III" "SS_CALSPP" "LL5" "BIONESS 0.5m" "98-04-19" 1998 "4" 19 "D" 1400 "ESS" -58.83 44.82 0 10 245 "Basins_100-325m" "Cfin" "CI_III" 5.1 51 "98-04-19_44.82_-58.83" 1017 51 0.0501474926253687 0.0408163265306122 1.80828877117927
"292" "98-04-21_46.95_-60.21_Cfin_CI_III" "SS_CALSPP" "CS1" "BIONESS 0.5m" "98-04-21" 1998 "4" 21 "D" 1700 "ESS" -60.21 46.95 0 10 77 "Shelf_0-100m" "Cfin" "CI_III" 73.5 735 "98-04-21_46.95_-60.21" 4823 735 0.152394775036284 0.12987012987013 4.31079912538551
"293" "98-04-21_47.09_-59.99_Cfin_CI_III" "SS_CALSPP" "CSL3" "BIONESS 0.5m" "98-04-21" 1998 "4" 21 "D" 1845 "ESS" -59.99 47.09 0 10 310.7 "Basins_100-325m" "Cfin" "CI_III" 650.2 6502 "98-04-21_47.09_-59.99" 12915 6502 0.50344560588463 0.0321853878339234 6.47881681468833
"294" "98-04-22_47.57_-59.33_Cfin_CI_III" "SS_CALSPP" "CS6" "BIONESS 0.5m" "98-04-22" 1998 "4" 22 "D" 1730 "ESS" -59.33 47.57 0 10 280 "Basins_100-325m" "Cfin" "CI_III" 0 0 "98-04-22_47.57_-59.33" 5694 0 0 0.0357142857142857 0
"295" "98-10-04_44.14_-58.16_Cfin_CI_III" "SS_CALSPP" "LL7" "HydroBIOS" "98-10-04" 1998 "10" 4 "N" 2145 "ESS" -58.16 44.14 0 100 1032.2 "Oceanic_>750m" "Cfin" "CI_III" 0.76 76 "98-10-04_44.14_-58.16" 76 76 1 0.0968804495252858 0.56531380905006
"296" "98-10-05_44.73_-58.94_Cfin_CI_III" "SS_CALSPP" "LL5" "BIONESS 0.5m" "98-10-05" 1998 "10" 5 "D" 1845 "ESS" -58.94 44.73 0 20 211.9 "Basins_100-325m" "Cfin" "CI_III" 0 0 "98-10-05_44.73_-58.94" 113 0 0 0.0943841434638981 0
"297" "98-10-14_43.84_-62.93_Cfin_CI_III" "SS_CALSPP" "HL3" "BIONESS 0.5m" "98-10-14" 1998 "10" 14 "D" 1250 "WSS" -62.93 43.84 0 40 261.4 "Basins_100-325m" "Cfin" "CI_III" 0 0 "98-10-14_43.84_-62.93" 46 0 0 0.153022188217292 0
"298" "98-10-17_41.85_-65.51_Cfin_CI_III" "SS_CALSPP" "BBL7" "HydroBIOS" "98-10-17" 1998 "10" 17 "D" 1819 "WSS" -65.51 41.85 0 100 2009.5 "Oceanic_>750m" "Cfin" "CI_III" 0.8 80 "98-10-17_41.85_-65.51" 126 80 0.634920634920635 0.0497636227917392 0.587786664902119
"299" "98-10-18_42_-65.51_Cfin_CI_III" "SS_CALSPP" "BBL6" "HydroBIOS" "98-10-18" 1998 "10" 18 "N" 10 "WSS" -65.51 42 0 100 1100 "Oceanic_>750m" "Cfin" "CI_III" 0 0 "98-10-18_42_-65.51" 0 0 0 0.0909090909090909 0
"300" "98-10-18_43.23_-65.07_Cfin_CI_III" "SS_CALSPP" "RL1" "BIONESS 0.5m" "98-10-18" 1998 "10" 18 "D" 1500 "WSS" -65.07 43.23 60 80 162.5 "Basins_100-325m" "Cfin" "CI_III" 0 0 "98-10-18_43.23_-65.07" 55 0 0 0.492307692307692 0
"301" "98-10-19_42.61_-64.04_Cfin_CI_III" "SS_CALSPP" "RL5" "HydroBIOS" "98-10-19" 1998 "10" 19 "D" 1700 "WSS" -64.04 42.61 100 300 1001.9 "Oceanic_>750m" "Cfin" "CI_III" 0 0 "98-10-19_42.61_-64.04" 0 0 0 0.299431080946202 0
"302" "98-10-20_43.98_-63.15_Cfin_CI_III" "SS_CALSPP" "NL3" "BIONESS 0.5m" "98-10-20" 1998 "10" 20 "D" 1400 "WSS" -63.15 43.98 0 20 203.3 "Basins_100-325m" "Cfin" "CI_III" 6.05 121 "98-10-20_43.98_-63.15" 268 121 0.451492537313433 0.0983767830791933 1.95302761682418
"303" "99-04-09_43.26_-65.05_Cfin_CI_III" "SS_CALSPP" "RL1" "BIONESS 0.5m" "99-04-09" 1999 "4" 9 "D" 1632 "WSS" -65.05 43.26 1 15 164.6 "Basins_100-325m" "Cfin" "CI_III" 2393.28571428571 33506 "99-04-09_43.26_-65.05" 97550 33506 0.343475140953357 0.0911300121506683 7.78084022498076
"304" "99-04-17_43.9_-62.84_Cfin_CI_III" "SS_CALSPP" "HL3" "BIONESS 0.5m" "99-04-17" 1999 "4" 17 "N" 2108 "WSS" -62.84 43.9 0 25 250.4 "Basins_100-325m" "Cfin" "CI_III" 1413.32 35333 "99-04-17_43.9_-62.84" 73024 35333 0.483854623137599 0.0998402555910543 7.25440412919777
"305" "99-10-25_41.86_-65.34_Cfin_CI_III" "SS_CALSPP" "BBL7" "HydroBIOS" "99-10-25" 1999 "10" 25 "D" 1054 "WSS" -65.34 41.86 0 100 2009.5 "Oceanic_>750m" "Cfin" "CI_III" 0 0 "99-10-25_41.86_-65.34" 22 0 0 0.0497636227917392 0
"306" "99-10-25_42_-65.48_Cfin_CI_III" "SS_CALSPP" "BBL6" "HydroBIOS" "99-10-25" 1999 "10" 25 "N" 626 "WSS" -65.48 42 250 500 1100 "Oceanic_>750m" "Cfin" "CI_III" 0 0 "99-10-25_42_-65.48" 0 0 0 0.454545454545455 0
"307" "99-10-26_42.61_-64.07_Cfin_CI_III" "SS_CALSPP" "RL5" "HydroBIOS" "99-10-26" 1999 "10" 26 "N" 557 "WSS" -64.07 42.61 100 250 1037.6 "Oceanic_>750m" "Cfin" "CI_III" 0 0 "99-10-26_42.61_-64.07" 0 0 0 0.240940632228219 0
"308" "99-10-28_44.12_-58.18_Cfin_CI_III" "SS_CALSPP" "LL7" "HydroBIOS" "99-10-28" 1999 "10" 28 "N" 2209 "ESS" -58.18 44.12 0 100 891.6 "Oceanic_>750m" "Cfin" "CI_III" 0 0 "99-10-28_44.12_-58.18" 0 0 0 0.112157918349035 0
"309" "99-11-07_43.88_-62.94_Cfin_CI_III" "SS_CALSPP" "HL3" "BIONESS 0.5m" "99-11-07" 1999 "11" 7 "D" 1631 "WSS" -62.94 43.88 20 75 261.6 "Basins_100-325m" "Cfin" "CI_III" 0 0 "99-11-07_43.88_-62.94" 0 0 0 0.286697247706422 0
"310" "99-11-09_43.61_-59.22_Cfin_CI_III" "SS_CALSPP" "GULDD5" "BIONESS 0.5m" "99-11-09" 1999 "11" 9 "D" 1040 "ESS" -59.22 43.61 2 25 1004.1 "Oceanic_>750m" "Cfin" "CI_III" 22.3913043478261 515 "99-11-09_43.61_-59.22" 608 515 0.847039473684211 0.0248979185340106 3.15236434423263
"311" "99-11-09_44.01_-59.04_Cfin_CI_III" "SS_CALSPP" "GULDD3" "BIONESS 0.5m" "99-11-09" 1999 "11" 9 "D" 1727 "ESS" -59.04 44.01 2 25 464.7 "Slope_325-750m" "Cfin" "CI_III" 0 0 "99-11-09_44.01_-59.04" 116 0 0 0.0537981493436626 0
"312" "99-11-09_44.02_-59.04_Cfin_CI_III" "SS_CALSPP" "GULDD3" "BIONESS 0.5m" "99-11-09" 1999 "11" 9 "D" 1727 "ESS" -59.04 44.02 200 225 522.3 "Slope_325-750m" "Cfin" "CI_III" 0 0 "99-11-09_44.02_-59.04" 10 0 0 0.430786904078116 0
"313" "99-11-09_44.23_-59.56_Cfin_CI_III" "SS_CALSPP" "GULDD1" "BIONESS 0.5m" "99-11-09" 1999 "11" 9 "N" 152 "ESS" -59.56 44.23 0 20 211.4 "Basins_100-325m" "Cfin" "CI_III" 7.2 144 "99-11-09_44.23_-59.56" 240 144 0.6 0.0946073793755913 2.10413415427021
"314" "99-11-10_43.8_-58.91_Cfin_CI_III" "SS_CALSPP" "GULDD4" "BIONESS 0.5m" "99-11-10" 1999 "11" 10 "N" 31 "ESS" -58.91 43.8 2 25 1992.7 "Oceanic_>750m" "Cfin" "CI_III" 31.7391304347826 730 "99-11-10_43.8_-58.91" 737 730 0.990502035278155 0.0125457921413158 3.48857101187074
"315" "99-11-10_44.03_-59.04_Cfin_CI_III" "SS_CALSPP" "GULDD3" "BIONESS 0.5m" "99-11-10" 1999 "11" 10 "D" 1452 "ESS" -59.04 44.03 2 25 759.8 "Oceanic_>750m" "Cfin" "CI_III" 24.3913043478261 561 "99-11-10_44.03_-59.04" 1422 561 0.394514767932489 0.0329033956304291 3.23440676689908
"316" "99-11-10_44.14_-59.11_Cfin_CI_III" "SS_CALSPP" "GULDD2" "BIONESS 0.5m" "99-11-10" 1999 "11" 10 "D" 1240 "ESS" -59.11 44.14 2 35 282.9 "Basins_100-325m" "Cfin" "CI_III" 13.030303030303 430 "99-11-10_44.14_-59.11" 448 430 0.959821428571429 0.123718628490633 2.64121949261975
"317" "99-11-11_44.13_-59.26_Cfin_CI_III" "SS_CALSPP" "norman" "BIONESS 0.5m" "99-11-11" 1999 "11" 11 "D" 1034 "ESS" -59.26 44.13 2 25 277.9 "Basins_100-325m" "Cfin" "CI_III" 23.1739130434783 533 "99-11-11_44.13_-59.26" 617 533 0.86385737439222 0.0899604174163368 3.18527407832143
"318" "06-11-25_48.9166667_-52.405_Cfin_CI_III" "Pepin" "47" "HydroBIOS" "06-11-25" 2006 "11" 25 "N" 20 "NL" -52.405 48.9166667 0 50 350 "Slope_325-750m" "Cfin" "CI_III" 0 0 "06-11-25_48.9166667_-52.405" 1296 0 0 0.142857142857143 0
"319" "01-11-16_42.7683333_-49.8383333_Cfin_CI_III" "Pepin" "21" "HydroBIOS" "01-11-16" 2001 "11" 16 "N" 19 "NL" -49.8383333 42.7683333 0 200 1511 "Oceanic_>750m" "Cfin" "CI_III" 1.6 320 "01-11-16_42.7683333_-49.8383333" 448 320 0.714285714285714 0.132362673726009 0.955511445027436
"320" "01-11-17_42.5883333_-49.68_Cfin_CI_III" "Pepin" "22" "HydroBIOS" "01-11-17" 2001 "11" 17 "N" 2 "NL" -49.68 42.5883333 0 300 2215 "Oceanic_>750m" "Cfin" "CI_III" 0 0 "01-11-17_42.5883333_-49.68" 32 0 0 0.135440180586907 0
"321" "01-11-20_47_-47.0166667_Cfin_CI_III" "Pepin" "56" "HydroBIOS" "01-11-20" 2001 "11" 20 "N" 22 "NL" -47.0166667 47 0 200 1152 "Oceanic_>750m" "Cfin" "CI_III" 0 0 "01-11-20_47_-47.0166667" 0 0 0 0.173611111111111 0
